Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Customer_Days,MntTotal,MntRegularProds,AcceptedCmpOverall,marital_status,education_status
75777.0,0,0,12,712.0,26.0,538.0,69.0,13.0,80.0,1,3,6,11,1,0,1,1,0,0,0,3,11,1,38,2519,$1358,1278,2,Single,Master
66653.0,1,1,18,452.0,18.0,102.0,16.0,18.0,6.0,4,4,2,12,3,0,0,0,0,0,0,3,11,0,45,2819,$606,600,0,Together,Graduation
61823.0,0,1,26,523.0,7.0,134.0,37.0,14.0,169.0,4,8,2,10,7,0,0,0,0,0,0,3,11,0,68,2655,$715,546,0,Single,Graduation
67680.0,0,1,8,546.0,0.0,48.0,0.0,6.0,6.0,1,7,3,8,5,0,0,0,0,0,0,3,11,0,69,2542,$600,594,0,Widow,PhD
70666.0,0,0,29,398.0,40.0,367.0,119.0,122.0,30.0,1,7,4,4,4,0,0,0,0,0,0,3,11,0,72,2364,$1046,1016,0,Together,Graduation
25721.0,1,0,75,1.0,3.0,6.0,3.0,6.0,15.0,1,1,1,2,7,0,0,0,0,0,0,3,11,1,49,2563,$19,4,0,Married,Graduation
32474.0,1,1,0,10.0,0.0,1.0,0.0,0.0,0.0,1,1,0,2,7,0,0,0,0,0,0,3,11,0,53,2208,$11,11,0,Together,Graduation
88194.0,0,1,19,688.0,14.0,309.0,201.0,24.0,38.0,1,11,10,10,5,1,0,0,1,0,0,3,11,1,41,2261,$1236,1198,2,Single,2n Cycle
69096.0,0,1,4,247.0,49.0,159.0,7.0,82.0,109.0,1,5,2,10,4,0,0,0,0,0,0,3,11,0,62,2434,$544,435,0,Together,Graduation
74854.0,1,2,90,856.0,59.0,487.0,58.0,29.0,73.0,7,2,5,5,5,0,0,0,0,0,0,3,11,0,50,2606,$1489,1416,0,Together,Graduation
66991.0,0,0,1,496.0,36.0,460.0,189.0,60.0,12.0,3,4,8,6,3,0,0,0,0,0,0,3,11,0,66,2815,$1241,1229,0,Married,Master
65031.0,0,1,29,258.0,107.0,291.0,84.0,37.0,86.0,4,10,3,13,7,0,0,0,0,0,0,3,11,0,61,2628,$777,691,0,Married,Graduation
60631.0,1,1,88,565.0,6.0,65.0,0.0,6.0,19.0,5,9,2,8,7,0,1,0,0,0,0,3,11,0,45,2609,$642,623,1,Married,PhD
28332.0,0,0,58,14.0,10.0,13.0,4.0,15.0,9.0,1,2,1,4,2,0,0,0,0,0,0,3,11,0,68,2219,$56,47,0,Married,Graduation
40246.0,1,0,68,2.0,1.0,6.0,2.0,1.0,1.0,1,1,0,2,6,0,0,0,0,0,0,3,11,0,43,2716,$12,11,0,Divorced,Graduation
75251.0,0,0,34,721.0,111.0,925.0,97.0,18.0,18.0,1,7,6,5,5,0,0,0,0,0,0,3,11,1,48,2830,$1872,1854,0,Married,Master
75825.0,0,0,40,1032.0,105.0,779.0,137.0,105.0,51.0,0,5,8,9,4,1,0,0,0,0,0,3,11,1,44,2784,$2158,2107,1,Single,Graduation
26326.0,0,0,12,1.0,0.0,5.0,0.0,3.0,9.0,1,0,0,3,3,0,0,0,0,0,1,3,11,0,44,2457,$9,0,0,Together,2n Cycle
56046.0,0,0,9,577.0,0.0,64.0,0.0,0.0,51.0,2,10,1,8,8,1,0,0,0,0,0,3,11,1,55,2702,$641,590,1,Together,Graduation
29760.0,1,0,87,64.0,4.0,68.0,7.0,5.0,17.0,4,3,1,4,8,0,0,0,0,0,0,3,11,0,35,2828,$148,131,0,Single,Graduation
26304.0,1,0,5,4.0,1.0,5.0,2.0,0.0,4.0,1,1,0,2,7,0,0,0,0,0,0,3,11,0,51,2530,$12,8,0,Married,Graduation
23559.0,1,0,87,25.0,5.0,19.0,7.0,0.0,23.0,3,3,0,3,7,0,0,0,0,0,0,3,11,0,47,2520,$56,33,0,Married,2n Cycle
38620.0,0,0,56,112.0,17.0,44.0,34.0,22.0,89.0,1,2,5,3,3,0,0,0,0,0,0,3,11,0,57,2573,$229,140,0,Together,Master
81361.0,0,0,18,163.0,23.0,424.0,27.0,65.0,76.0,1,3,10,13,1,0,0,0,0,0,0,3,11,0,33,2283,$702,626,0,Divorced,Graduation
29440.0,1,1,95,17.0,8.0,14.0,10.0,4.0,3.0,2,1,0,4,7,0,0,0,0,0,0,3,11,0,60,2481,$53,50,0,Married,Graduation
36138.0,1,1,48,130.0,0.0,16.0,0.0,0.0,5.0,5,3,1,4,7,0,1,0,0,0,0,3,11,0,50,2507,$146,141,1,Married,Master
50388.0,0,1,3,292.0,6.0,37.0,0.0,3.0,34.0,4,6,1,6,7,0,1,0,1,0,0,3,11,1,63,2191,$338,304,2,Single,Graduation
79593.0,0,0,70,350.0,60.0,568.0,110.0,133.0,145.0,1,5,6,7,2,0,0,1,0,0,0,3,11,0,47,2207,$1221,1076,1,Married,Graduation
54178.0,0,1,79,135.0,9.0,39.0,4.0,0.0,7.0,1,2,2,5,2,0,0,0,0,0,0,3,11,0,53,2318,$187,180,0,Together,Graduation
42394.0,1,0,69,15.0,2.0,10.0,0.0,1.0,4.0,1,1,0,3,7,0,0,0,0,0,0,3,11,0,48,2257,$28,24,0,Single,Master
23626.0,1,0,84,27.0,2.0,14.0,0.0,0.0,0.0,3,3,1,3,5,0,0,0,0,0,0,3,11,0,50,2195,$43,43,0,Married,PhD
30096.0,1,0,30,5.0,3.0,11.0,12.0,5.0,9.0,1,2,0,3,6,0,0,0,0,0,0,3,11,0,37,2197,$36,27,0,Married,Graduation
47916.0,0,1,72,505.0,0.0,26.0,0.0,0.0,75.0,5,7,4,6,6,0,1,0,0,0,0,3,11,0,60,2743,$531,456,1,Widow,Graduation
51813.0,1,1,37,51.0,2.0,7.0,0.0,1.0,2.0,2,2,0,3,7,0,0,0,0,0,0,3,11,0,48,2603,$61,59,0,Divorced,Graduation
78497.0,0,0,44,207.0,26.0,447.0,75.0,0.0,223.0,1,5,7,12,2,0,0,0,1,0,0,3,11,0,69,2369,$755,532,1,Married,2n Cycle
50150.0,0,0,32,135.0,46.0,92.0,65.0,61.0,11.0,2,5,2,7,5,0,0,0,0,0,0,3,11,0,37,2533,$399,388,0,Married,PhD
47823.0,0,1,0,53.0,1.0,5.0,2.0,1.0,10.0,2,2,0,3,8,0,0,0,0,0,0,3,11,0,60,2500,$62,52,0,Single,2n Cycle
34554.0,0,1,43,41.0,1.0,6.0,2.0,0.0,5.0,2,2,0,3,6,0,0,0,0,0,0,3,11,0,61,2250,$50,45,0,Single,PhD
85693.0,0,1,59,386.0,172.0,183.0,185.0,132.0,111.0,2,9,5,11,5,0,0,0,0,0,0,3,11,0,41,2594,$1058,947,0,Together,Graduation
65846.0,0,0,68,562.0,81.0,276.0,80.0,40.0,81.0,1,6,3,6,4,0,0,0,0,0,0,3,11,0,75,2567,$1039,958,0,Married,PhD
87195.0,0,0,35,217.0,76.0,690.0,50.0,26.0,38.0,1,3,11,5,1,0,0,0,0,0,0,3,11,1,61,2211,$1059,1021,0,Married,Graduation
24594.0,1,0,94,1.0,3.0,6.0,10.0,0.0,9.0,1,1,0,3,5,0,0,0,0,0,0,3,11,0,41,2360,$20,11,0,Together,Basic
49096.0,1,1,15,144.0,1.0,32.0,2.0,1.0,7.0,4,4,1,4,7,0,0,0,0,0,0,3,11,0,56,2437,$180,173,0,Married,Graduation
52413.0,0,2,56,295.0,106.0,271.0,75.0,98.0,65.0,4,6,4,12,6,0,0,0,0,0,0,3,11,0,51,2671,$845,780,0,Married,Graduation
38557.0,1,0,17,76.0,3.0,31.0,4.0,4.0,27.0,2,3,1,3,7,0,0,0,0,0,0,3,11,0,42,2716,$118,91,0,Single,Graduation
89058.0,0,0,18,454.0,194.0,106.0,31.0,22.0,43.0,1,5,4,4,2,0,0,0,0,0,0,3,11,0,60,2728,$807,764,0,Married,Master
77298.0,0,1,46,425.0,115.0,292.0,23.0,35.0,79.0,1,6,6,11,3,0,0,0,0,0,0,3,11,0,41,2398,$890,811,0,Together,Graduation
68126.0,0,0,40,1332.0,17.0,311.0,23.0,51.0,86.0,1,7,4,5,9,0,1,0,0,0,0,3,11,1,29,2755,$1734,1648,1,Single,PhD
57288.0,0,1,27,527.0,0.0,21.0,0.0,0.0,60.0,3,8,1,8,6,0,1,0,0,0,0,3,11,0,57,2163,$548,488,1,Together,Master
86037.0,0,0,95,490.0,44.0,125.0,29.0,20.0,22.0,1,6,7,11,3,0,1,1,0,0,0,3,11,1,29,2702,$708,686,2,Single,Graduation
43974.0,1,0,19,378.0,0.0,101.0,0.0,0.0,72.0,5,6,4,6,7,0,0,0,0,0,0,3,11,0,40,2723,$479,407,0,Married,PhD
50785.0,1,1,27,64.0,1.0,21.0,0.0,1.0,27.0,2,2,1,3,6,0,0,0,0,0,0,3,11,0,58,2451,$87,60,0,Single,Graduation
90765.0,0,0,25,547.0,99.0,812.0,151.0,82.0,33.0,0,4,6,5,1,0,0,1,1,0,0,3,11,0,50,2315,$1691,1658,2,Married,Graduation
36550.0,1,0,74,47.0,90.0,94.0,123.0,103.0,120.0,5,9,1,5,9,0,0,0,0,0,0,3,11,0,42,2654,$457,337,0,Married,2n Cycle
30753.0,1,1,85,12.0,5.0,25.0,0.0,9.0,30.0,2,1,1,3,5,0,0,0,0,0,0,3,11,0,53,2512,$51,21,0,Together,2n Cycle
21918.0,1,0,37,1.0,6.0,7.0,11.0,5.0,3.0,2,2,0,3,6,0,0,0,0,0,0,3,11,0,51,2386,$30,27,0,Together,Graduation
56129.0,0,1,65,320.0,48.0,133.0,39.0,72.0,48.0,4,6,2,10,4,0,0,0,0,0,0,3,11,0,67,2533,$612,564,0,Together,Master
32557.0,1,0,13,34.0,3.0,29.0,0.0,4.0,10.0,3,2,1,3,5,0,0,0,0,0,0,3,11,1,53,2284,$70,60,0,Single,Master
19510.0,2,0,63,9.0,0.0,7.0,3.0,4.0,7.0,2,1,0,3,7,0,0,0,0,0,0,3,11,0,35,2457,$23,16,0,Married,Master
30992.0,1,0,83,17.0,0.0,14.0,7.0,3.0,2.0,1,1,0,3,7,0,0,0,0,0,0,3,11,0,44,2592,$41,39,0,Divorced,Graduation
101970.0,0,0,69,722.0,27.0,102.0,44.0,72.0,168.0,0,6,8,13,2,0,1,1,1,0,0,3,11,1,37,2633,$967,799,3,Single,Graduation
71488.0,0,0,87,162.0,33.0,124.0,40.0,28.0,172.0,2,3,4,7,1,0,0,0,0,0,0,3,11,0,55,2655,$387,215,0,Together,2n Cycle
79607.0,0,0,37,450.0,133.0,951.0,173.0,0.0,216.0,1,3,6,6,1,0,0,0,0,0,0,3,11,1,36,2593,$1707,1491,0,Single,Graduation
54348.0,1,1,51,70.0,0.0,16.0,0.0,0.0,4.0,2,2,0,4,6,0,0,0,0,0,0,3,11,0,67,2180,$86,82,0,Married,Master
77376.0,1,1,72,492.0,19.0,110.0,16.0,12.0,12.0,4,6,3,10,4,0,0,0,0,0,0,3,11,0,64,2209,$649,637,0,Together,PhD
62998.0,0,1,10,120.0,58.0,73.0,65.0,89.0,58.0,5,5,4,5,5,0,0,0,0,0,0,3,11,0,68,2431,$405,347,0,Married,Graduation
61331.0,1,1,42,534.0,5.0,47.0,0.0,5.0,41.0,5,11,1,6,8,0,0,0,0,0,0,3,11,0,62,2635,$591,550,0,Single,Master
73448.0,0,0,10,236.0,106.0,189.0,23.0,41.0,130.0,1,7,2,9,4,0,0,0,0,0,0,3,11,0,51,2298,$595,465,0,Married,Graduation
41551.0,1,1,51,220.0,0.0,33.0,3.0,0.0,23.0,5,5,1,5,8,0,0,0,0,0,0,3,11,0,56,2478,$256,233,0,Married,PhD
62981.0,0,0,21,796.0,14.0,590.0,38.0,44.0,0.0,1,4,5,13,3,0,1,0,0,0,0,3,11,0,53,2628,$1482,1482,1,Together,PhD
9548.0,1,0,31,0.0,1.0,3.0,10.0,6.0,9.0,2,1,0,3,8,0,0,0,0,0,0,3,11,0,44,2849,$20,11,0,Divorced,Basic
33762.0,2,1,61,53.0,1.0,34.0,2.0,0.0,16.0,3,2,2,2,8,0,0,0,0,0,0,3,11,0,61,2516,$90,74,0,Married,PhD
35860.0,1,1,37,15.0,0.0,8.0,4.0,2.0,20.0,2,1,1,2,5,1,0,0,0,0,0,3,11,1,47,2200,$29,9,1,Single,PhD
36921.0,1,1,74,17.0,1.0,12.0,3.0,1.0,4.0,2,2,0,3,7,0,0,0,0,0,0,3,11,0,55,2495,$34,30,0,Divorced,PhD
92859.0,0,0,46,962.0,61.0,921.0,52.0,61.0,20.0,1,5,4,12,2,0,0,0,0,0,0,3,11,0,28,2777,$2057,2037,0,Single,Master
65104.0,0,1,4,738.0,0.0,232.0,13.0,20.0,50.0,2,3,5,7,7,0,0,0,0,0,0,3,11,1,44,2386,$1003,953,0,Together,Master
86111.0,0,0,73,399.0,28.0,756.0,36.0,40.0,126.0,1,5,7,10,2,0,0,0,0,0,0,3,11,0,58,2595,$1259,1133,0,Married,Graduation
68352.0,0,1,47,614.0,16.0,132.0,43.0,33.0,33.0,3,8,5,9,6,0,0,0,0,0,0,3,11,0,46,2464,$838,805,0,Single,PhD
41883.0,1,0,13,32.0,34.0,41.0,73.0,16.0,116.0,3,4,2,3,7,0,0,0,0,0,0,3,11,0,32,2626,$196,80,0,Together,Graduation
59809.0,0,2,36,598.0,16.0,141.0,32.0,41.0,49.0,3,3,3,6,8,0,0,0,0,0,0,3,11,0,44,2778,$828,779,0,Married,Graduation
23957.0,1,0,47,2.0,1.0,18.0,20.0,11.0,16.0,1,2,0,3,6,0,0,0,0,0,0,3,11,1,45,2768,$52,36,0,Married,Graduation
38547.0,1,0,49,6.0,1.0,10.0,0.0,1.0,4.0,1,1,0,2,8,0,0,0,0,0,1,3,11,0,39,2464,$18,14,0,Together,Graduation
35688.0,2,1,94,73.0,3.0,90.0,12.0,1.0,32.0,7,4,1,4,8,0,0,0,0,0,0,3,11,0,47,2835,$179,147,0,Married,2n Cycle
49605.0,0,0,65,42.0,16.0,29.0,12.0,20.0,8.0,1,2,1,4,3,0,0,0,0,0,0,3,11,0,54,2167,$119,111,0,Married,Master
59354.0,0,2,59,295.0,21.0,78.0,39.0,13.0,13.0,1,4,4,7,3,0,0,0,0,0,0,3,11,0,67,2225,$446,433,0,Married,Master
65747.0,0,1,96,346.0,17.0,48.0,23.0,13.0,13.0,4,8,1,6,6,0,1,0,0,0,0,3,11,0,51,2273,$447,434,1,Married,Graduation
46344.0,0,1,28,233.0,20.0,57.0,8.0,20.0,91.0,4,7,1,5,7,0,0,0,0,0,0,3,11,0,48,2721,$338,247,0,Together,2n Cycle
34176.0,1,0,12,5.0,7.0,24.0,19.0,14.0,20.0,4,3,0,4,6,0,0,0,0,0,0,3,11,0,32,2207,$69,49,0,Single,Graduation
61010.0,0,1,57,888.0,0.0,57.0,0.0,0.0,76.0,2,8,5,11,5,0,0,0,0,0,0,3,11,0,68,2787,$945,869,0,Together,PhD
69372.0,0,0,10,997.0,26.0,269.0,34.0,13.0,42.0,1,10,4,6,4,0,1,1,0,0,0,3,11,1,71,2654,$1339,1297,2,Together,Graduation
49967.0,0,1,4,212.0,6.0,69.0,4.0,12.0,3.0,3,6,1,5,7,0,0,0,0,0,0,3,11,0,62,2515,$303,300,0,Single,Graduation
60199.0,1,2,49,8.0,1.0,7.0,2.0,0.0,0.0,1,0,0,3,4,0,0,0,0,0,0,3,11,0,42,2449,$18,18,0,Single,Graduation
55375.0,0,1,3,42.0,11.0,57.0,10.0,28.0,14.0,1,1,1,6,2,0,0,0,0,0,0,3,11,0,43,2414,$148,134,0,Together,Graduation
80317.0,0,0,64,536.0,11.0,387.0,149.0,91.0,57.0,1,3,4,10,1,0,0,0,0,0,0,3,11,0,65,2472,$1174,1117,0,Single,Graduation
30523.0,2,1,0,5.0,0.0,3.0,0.0,0.0,5.0,1,1,0,2,7,0,0,0,0,0,0,3,11,0,62,2522,$8,3,0,Single,Master
70356.0,0,0,20,1349.0,16.0,249.0,43.0,16.0,33.0,2,10,6,9,6,0,0,0,0,0,0,3,11,0,75,2760,$1673,1640,0,Married,PhD
23228.0,1,0,91,53.0,3.0,49.0,7.0,4.0,5.0,4,3,0,4,8,0,0,0,0,0,0,3,11,0,36,2334,$116,111,0,Married,Graduation
74165.0,0,0,9,1001.0,12.0,240.0,16.0,12.0,12.0,1,5,4,10,2,0,0,0,0,0,0,3,11,0,45,2583,$1281,1269,0,Divorced,PhD
43482.0,2,1,83,18.0,1.0,32.0,6.0,3.0,28.0,3,2,0,4,6,0,0,0,0,0,0,3,11,0,54,2387,$60,32,0,Together,Graduation
62551.0,0,0,27,125.0,16.0,98.0,134.0,21.0,27.0,1,6,7,4,3,1,0,0,0,0,0,3,11,0,67,2382,$394,367,1,Divorced,Graduation
52332.0,0,0,63,212.0,5.0,33.0,7.0,0.0,2.0,1,3,2,6,4,0,1,0,0,0,0,3,11,0,61,2464,$257,255,1,Divorced,Graduation
66951.0,0,0,46,277.0,162.0,305.0,173.0,76.0,124.0,1,3,4,7,1,0,0,0,0,0,0,3,11,0,32,2398,$993,869,0,Single,Graduation
26091.0,1,1,84,15.0,10.0,19.0,8.0,17.0,20.0,3,2,1,3,5,0,0,0,0,0,0,3,11,0,63,2283,$69,49,0,Together,Graduation
33456.0,1,1,58,7.0,3.0,10.0,8.0,1.0,7.0,2,1,0,3,7,0,0,0,0,0,0,3,11,0,55,2228,$29,22,0,Together,Graduation
28718.0,1,0,78,12.0,4.0,6.0,11.0,8.0,16.0,2,2,0,3,8,0,0,0,0,0,0,3,11,0,38,2510,$41,25,0,Married,Graduation
50447.0,2,0,4,85.0,7.0,24.0,2.0,3.0,27.0,1,3,1,3,6,0,0,0,0,0,0,3,11,0,50,2228,$121,94,0,Married,Graduation
53537.0,1,1,17,81.0,0.0,6.0,0.0,0.0,6.0,2,2,1,3,5,0,0,0,0,0,0,3,11,0,61,2309,$87,81,0,Together,PhD
